area,latitude,longitude,node_id,node_type
PACE,40.55611,-111.90056,106THSO_LNODED1,LOAD
PACE,40.53944,-111.89667,118THSO_LNODER1,LOAD
PACE,40.739719999984615,-111.88627032607587,13THSO_LNODE-3,LOAD
PACE,40.739719999984615,-111.88638967392413,13THSO_LNODED2,LOAD
PACE,41.22611,-111.96939,23RDST_LNODED3,LOAD
NV,39.484637,-118.903608,26FTDROP_GNODEIT,GEN
CA,35.294502,-118.854003,2C559EQ2_7_N001,GEN
PACE,40.766389999984625,-111.90188029934612,3RDWEST_LNODED1,LOAD
PACE,40.766389999984625,-111.90199970065389,3RDWEST_LNODED2,LOAD
PACE,40.76582999998463,-111.90494029989908,5THWEST_LNODED1,LOAD
PACE,40.76582999998463,-111.90505970010092,5THWEST_LNODER2,LOAD
PACE,40.75597,-111.88728,6THSO_LNODED1,LOAD
PACE,40.58861,-111.91583,90THSO_LNODE-6,LOAD
APS,33.618315007,-111.927736,AA_LNODE10A,LOAD
APS,33.61831500695321,-111.92762810848366,AA_LNODE12A,LOAD
APS,33.61822516090764,-111.92762810859615,AA_LNODE13A,LOAD
APS,33.61816163020244,-111.92770439936274,AA_LNODE14A,LOAD
APS,33.618146437039904,-111.9278107368834,AA_LNODER1A,LOAD
APS,33.61817755535562,-111.92791195025299,AA_LNODER2A,LOAD
APS,33.61824308177212,-111.92798576672742,AA_LNODER4A,LOAD
APS,33.618327994071755,-111.92802102780111,AA_LNODER6A,LOAD
PACE,37.30361,-109.54806,ABAJO_LNODED1,LOAD
PGE,45.36482999998227,-122.59793626294004,ABRN_LNODEWR1,LOAD
PGE,45.36482999998227,-122.59806373705996,ABRN_LNODEWR2,LOAD
APS,34.5042910069878,-110.3338631303437,ACX_GNODESWMPCC,GEN
APS,34.5042910069878,-110.3339728696563,ACX_LNODEUXL,LOAD
CA,37.632663,-121.785728,ADCC_2_N001,GEN
NV,40.8534344367499,-115.79932843553127,ADOBE_LNODE01,LOAD
NV,40.853253563126806,-115.79932843585769,ADOBE_LNODE02,LOAD
NV,40.853253563126806,-115.79956756414231,ADOBE_LNODE03,LOAD
NV,40.8534344367499,-115.79956756446873,ADOBE_LNODE08,LOAD
APS,33.708874007,-112.134464,AD_LNODE10A,LOAD
APS,33.70887400695289,-112.13435589863748,AD_LNODE12A,LOAD
APS,33.708796128715505,-112.13440994936775,AD_LNODE18A,LOAD
APS,33.708796128715505,-112.13451805063224,AD_LNODE20A,LOAD
APS,33.70887400695289,-112.13457210136251,AD_LNODE21A,LOAD
APS,33.708951885260916,-112.13451805073026,AD_LNODE22A,LOAD
APS,33.708951885260916,-112.13440994926972,AD_LNODER9A,LOAD
CA,37.74,-121.48,AEC300_1_N001,LOAD
IPCO,42.77797248792353,-112.8761529,AFPR_GNODE011,GEN
IPCO,42.77789180602076,-112.87608943648887,AFPR_GNODE012,GEN
IPCO,42.77789180602076,-112.87621636351113,AFPR_GNODE013,GEN
IPCO,42.8234666,-112.7382412,AFSR_GNODEFSR,GEN
IPCO,42.7751494,-112.8733168,AFTS_LNODE131,LOAD
IPCO,45.01296199998241,-113.64895080880248,AGCK_LNODE061,LOAD
IPCO,45.01296199998241,-113.64907779119751,AGCK_LNODENDY,LOAD
PACW,41.8675,-122.46414,AGER_LNODE35,LOAD
PACW,42.43167,-123.29806,AGNESSAV_LNODE90,LOAD
CA,37.51,-121.84,AGNEW_1_N003,LOAD
CA,34.0426047,-117.3627072,AGUAMNSA_7_B1,GEN
APS,33.94437800698808,-113.17928367346995,AG_LNODER1A,LOAD
APS,33.94437800698808,-113.17939232653005,AG_LNODER3A,LOAD
APS,32.371236007,-112.855061,AIC TAP_LNODEAIC,LOAD
NV,39.4960404,-119.7895094,AIRPORT_LNODE06,LOAD
NV,39.49604039994228,-119.78939331928082,AIRPORT_LNODE42,LOAD
NV,39.49595082410321,-119.78939331943039,AIRPORT_LNODE65,LOAD
NV,39.495887484472725,-119.7894754008193,AIRPORT_LNODE66,LOAD
NV,39.49587233699842,-119.78958980953975,AIRPORT_LNODE67,LOAD
NV,39.49590336170366,-119.78969870519207,AIRPORT_LNODE69,LOAD
NV,39.49596869102372,-119.7897781245172,AIRPORT_LNODE82,LOAD
NV,39.49605334793698,-119.78981606204759,AIRPORT_LNODE83,LOAD
CA,36.65,-119.54,AIRPROD_1_N001,LOAD
PSE,46.9525,-122.9163889,AIR_LNODEXF2,LOAD
APS,32.418059007,-112.868615,AJ_LNODEMR2,LOAD
CA,33.771584,-118.100596,ALAMITOS_2_N001,LOAD
CA,33.77,-118.1,ALAMITOS_2_N040,LOAD
CA,38.575917021,-121.49784565,ALAMOSC_7_N001,GEN
CA,33.771583999952796,-118.10048775137712,ALAMT1G_7_B1,GEN
CA,33.77149401717401,-118.1004877514908,ALAMT1G_7_N002,LOAD
CA,33.77143038978412,-118.10056429476926,ALAMT2G_7_B1,GEN
CA,33.771415173499584,-118.10067098425147,ALAMT2G_7_N002,LOAD
CA,33.765977986588545,-118.103663,ALAMT3G_7_B1,GEN
CA,33.77144633917227,-118.10077253262283,ALAMT3G_7_N002,LOAD
CA,33.76589700669301,-118.10360675930583,ALAMT4G_7_B1,GEN
CA,33.771511965310076,-118.10084659342048,ALAMT4G_7_N002,LOAD
CA,33.76589700669301,-118.10371924069416,ALAMT5G_7_B1,GEN
CA,33.771597006833865,-118.1008819712055,ALAMT5G_7_N002,LOAD
CA,33.771686855225234,-118.1008760572907,ALAMT6G_7_B1,GEN
CA,33.77176916262267,-118.10083231072662,ALAMT6G_7_N002,LOAD
PACW,45.5383299999822,-122.67796608905715,ALBINA_LNODED1,LOAD
PACW,45.5383299999822,-122.67809391094285,ALBINA_LNODED2,LOAD
PACW,45.56755999998215,-122.55760605581385,ALDERWOO_LNODE70,LOAD
PACW,45.56755999998215,-122.55773394418614,ALDERWOO_LNODE96,LOAD
PGE,45.5161199999822,-122.6317411135449,ALDR_LNODEWR1,LOAD
PGE,45.5161199999822,-122.6318688864551,ALDR_LNODEWR2,LOAD
PSE,48.61305556,-122.3369444,ALG_LNODEXF1,LOAD
CA,37.99408491213452,-122.13031187359671,ALHAMBRA_1_N001,LOAD
CA,37.99408491213452,-122.1304265331093,ALHAMBRA_1_N002,LOAD
NV,37.82387878998619,-117.33733626303972,ALKALIN_LNODE08,LOAD
NV,37.82387878998619,-117.33745073696028,ALKALIN_LNODE09,LOAD
CA,39.4648933361067,-120.84494561514,ALLEGHNY_6_N001,LOAD
NV,36.27571913990769,-115.1859179,ALLEN_LNODE-1,LOAD
NV,36.27563854503224,-115.18586018153847,ALLEN_LNODE-2,LOAD
NV,36.27563854503224,-115.18597561846153,ALLEN_LNODE-3,LOAD
CA,37.2602695733053,-121.890081944069,ALMADEN_6_N001,LOAD
IPCO,42.87839359998369,-112.45002168696186,ALMA_LNODE131,LOAD
IPCO,42.87839359998369,-112.45014411303814,ALMA_LNODE132,LOAD
CA,37.788781,-122.289418,ALMDACT1_7_B1,GEN
CA,38.72860599998584,-121.30288146337323,ALMDACT2_7_B1,GEN
CA,35.9634104978265,-119.456796369046,ALPAUGH_1_N001,LOAD
PSE,47.27888888998073,-122.24521116434174,ALPDIST_LNODEXF1,LOAD
PSE,47.27888888998073,-122.24534443565825,ALPDIST_LNODEXF2,LOAD
CA,32.82778349782751,-116.7898725392576,ALPINE_6_N001,LOAD
CA,32.82778349782751,-116.7899791114364,ALPINE_6_N005,LOAD
PSE,48.471581,-122.551184,ALQ_LNODEXF1,LOAD
CA,34.86020621378198,-116.853187,ALTA1G_7_B1,GEN
CA,34.8598483,-116.8632389,ALTA2G_7_B1,GEN
CA,34.87,-116.84,ALTA30ST_7_B1,GEN
CA,34.87,-116.88,ALTA31GT_7_B1,GEN
CA,34.87,-116.86,ALTA40ST_7_B1,GEN
CA,34.87,-116.85,ALTA41GT_7_B1,GEN
CA,35.034468999987546,-118.28400189198645,ALTA6B2_7_N003,GEN
CA,35.034468999987546,-118.28411210801355,ALTA6E2_7_N002,GEN
CA,35.038348999987576,-118.29271189112849,ALTAD1_7_N006,GEN
CA,35.038348999987576,-118.2928221088715,ALTAD2_7_N006,GEN
PACE,40.58082999998472,-111.85744050144221,ALTAVIEW_LNODED1,LOAD
PACE,40.58082999998472,-111.85755949855779,ALTAVIEW_LNODED2,LOAD
NV,36.166852941622025,-115.19193619764997,ALTA_LNODE-3,LOAD
NV,36.1666738782757,-115.19193619790333,ALTA_LNODE-4,LOAD
NV,36.1666738782757,-115.19215800209668,ALTA_LNODE-5,LOAD
NV,36.166852941622025,-115.19215800235004,ALTA_LNODE-6,LOAD
CA,38.728606,-122.289418,ALTMMDW_2_N001,GEN
CA,37.89825274815653,-122.52430307671078,ALTO_6_N001,LOAD
CA,37.89825274815653,-122.52441763899122,ALTO_6_N101,LOAD
PACW,41.49972,-120.53306,ALTURAS_LNODE17,LOAD
CA,33.9,-116.58,ALTWIND_1_N001,GEN
APS,33.34875800698846,-112.83260234285818,AL_LNODER1A,LOAD
APS,33.34875800698846,-112.83270965714182,AL_LNODER3A,LOAD
PACE,40.375,-111.78278,AMERICFO_LNODED1,LOAD
CA,38.43,-121.79,AMERIGAS_1_N001,LOAD
CA,37.41750982814517,-122.066192315811,AMESBS_1_N004,LOAD
CA,37.41742849800363,-122.0661331944221,AMESBS_1_N101,LOAD
CA,37.41742849800363,-122.06625143719991,AMESDST_1_N001,LOAD
PSE,47.64888889,-121.9722222,AME_LNODEXF1,LOAD
CA,38.36919239614644,-120.79657772898304,AMFORST_6_N001,LOAD
PACE,40.803484,-111.927813,AMOCOT_LNODED1,LOAD
CA,36.269444,-119.648333,AMSTGSW_6_N004,GEN
PGE,45.113019999982384,-123.23791245083008,AMTY_LNODEBR1,LOAD
PGE,45.113019999982384,-123.23803954916993,AMTY_LNODEBR2,LOAD
CA,33.8531627,-117.857995,ANAHEIMG_7_B1,GEN
NV,38.32398,-117.335718,ANAMOLY_LNODE34,LOAD
PSE,48.51055556,-122.6113889,ANA_LNODEXF1,LOAD
CA,40.4498383482971,-122.305067956776,ANDERSON_6_N001,LOAD
PACE,43.79778,-112.36722,ANDERSON_LNODEAD,LOAD
NV,36.24091397998719,-115.08521059007832,ANDREWS_LNODE-1,LOAD
NV,36.24091397998719,-115.08532160992168,ANDREWS_LNODE-2,LOAD
PACE,41.06782999998447,-111.9880200536994,ANGEL_LNODED1,LOAD
PACE,41.06782999998447,-111.9881399463006,ANGEL_LNODED2,LOAD
CA,35.9920069807201,-119.571369635805,ANGIOLA_6_N001,LOAD
CA,39.8110468352768,-121.919760761225,ANITA_6_N001,LOAD
CA,38.6803150610646,-123.31178228924,ANNAPOLS_6_N001,LOAD
PSE,48.43805556,-122.3716667,ANP_LNODE502,LOAD
IPCO,43.35699763900004,-115.45255463899997,ANRN_GNODE115,GEN
PACE,41.06659,-111.038482,ANSCHUTZ_LNODED1,LOAD
CA,35.6581167628678,-119.996015367266,ANTELOPE_6_N001,LOAD
PACE,43.46222,-105.32972,ANTELOPM_LNODE13,LOAD
NV,35.982083309740524,-115.0842244,ANTHEM_LNODE-1,LOAD
NV,35.982002715116025,-115.08416689724532,ANTHEM_LNODE-2,LOAD
NV,35.982002715116025,-115.08428190275467,ANTHEM_LNODE-3,LOAD
CA,40.8935813873049,-122.379244437145,ANTLER_6_N001,LOAD
APS,34.62990326632837,-112.440411,AN_LNODE18A,LOAD
APS,34.62982187732252,-112.44035389300863,AN_LNODE22A,LOAD
APS,34.62982187732252,-112.44046810699136,AN_LNODE26A,LOAD
PACW,42.34694,-123.30528,APPLEGAT_LNODE75,LOAD
CA,38.739925711625645,-120.67700085097711,APPLEHL_1_N001,LOAD
CA,38.73974618801998,-120.6770008512664,APPLEHL_1_N002,LOAD
CA,38.73974618801998,-120.67723101077159,APPLEHL_1_N004,GEN
CA,37.359999999986435,-121.97994317305394,APPMAT_1_N001,LOAD
CA,37.359999999986435,-121.98005682694607,APPMAT_1_N010,LOAD
PSE,47.15361111,-122.2736111,APR_LNODE110,LOAD
CA,39.480833,-121.562222,APTORVC_6_N002,GEN
NV,36.35916052,-114.9111744,APX SOLR_GNODEIT,GEN
APS,33.68370500698827,-112.03579497869823,AQ_LNODEVX3,LOAD
APS,33.68370500698827,-112.03590302130178,AQ_LNODEX11,LOAD
CA,39.0176249119657,-122.061575049795,ARBUCKLE_6_N001,LOAD
CA,35.12178,-118.388974,ARBWIND_6_N001,GEN
CA,40.8671323301478,-124.088285942134,ARCATA_6_N001,LOAD
CA,33.821111,-118.241667,ARCO1G_7_B1,GEN
PSE,48.88694443997991,-122.72659859582525,ARCPSE_LNODEXF8,LOAD
PSE,48.88694443997991,-122.72673480417475,ARCPSE_LNODEXF9,LOAD
APS,32.80764800698872,-111.53170072239043,ARC_LNODER2A,LOAD
APS,32.80764800698872,-111.53180727760957,ARC_LNODER4A,LOAD
NV,36.00803809998732,-115.2127054535139,ARDENN_LNODE-4,LOAD
NV,36.00803809998732,-115.21281614648609,ARDENN_LNODE-5,LOAD
PSE,47.63083332998052,-122.13521085956322,ARD_LNODEXF1,LOAD
PSE,47.63083332998052,-122.13534474043679,ARD_LNODEXF4,LOAD
IPCO,43.59388858400007,-115.92363102999997,ARHP_GNODERHP,GEN
PACW,45.95306,-122.56611,ARIEL_LNODE_1,LOAD
PACW,45.71306,-120.20361,ARLINGTO_LNODE75,LOAD
PGE,45.113019999982384,-122.60728245083007,ARLT_LNODEBR2,LOAD
PGE,45.113019999982384,-122.60740954916993,ARLT_LNODEBR3,LOAD
PGE,45.8478241,-122.820679,ARMS_LNODEONG,LOAD
PSE,48.888108999979906,-122.72870989393758,ARN_LNODEXF3,LOAD
PSE,48.888108999979906,-122.72884610606242,ARN_LNODEXF4,LOAD
PSE,48.884722219979885,-122.72882079942218,ARS_LNODEXF5,LOAD
PSE,48.884722219979885,-122.72895700057781,ARS_LNODEXF6,LOAD
NV,36.17454970935886,-115.1151668,ARTESIAN_LNODE-2,LOAD
NV,36.17446913030671,-115.11510916746707,ARTESIAN_LNODE-3,LOAD
NV,36.17446913030671,-115.11522443253293,ARTESIAN_LNODE-4,LOAD
CA,33.021163152552,-117.134204992561,ARTESN_6_N001,LOAD
IPCO,42.4319191,-114.2292147,ARTN_LNODE125,LOAD
CA,35.150445968047926,-118.87870332041193,ARVINED_1_N001,LOAD
CA,35.150445968047926,-118.87881358066608,ARVIN_6_N001,LOAD
APS,32.668036007,-114.496067,AR_LNODE10A,LOAD
APS,32.66803600695523,-114.49596054012623,AR_LNODE12A,LOAD
APS,32.66794638779665,-114.496067,AR_LNODER1A,LOAD
APS,32.66803600695523,-114.49617345987376,AR_LNODER2A,LOAD
APS,32.66812562620318,-114.496067,AR_LNODER4A,LOAD
PSE,47.44722222,-122.2805556,ASB_LNODEXF1,LOAD
PACW,42.21036,-122.70756,ASHLAND_LNODELD,LOAD
CA,33.1365163430764,-117.070291975275,ASHLAN_2_N001,LOAD
CA,33.13651634303072,-117.0701850327759,ASHLAN_2_N007,LOAD
CA,36.7925845798817,-119.827489554307,ASHLAN_2_N008,LOAD
PACE,40.508309999984796,-109.57652058997745,ASHLEY_LNODED1,LOAD
PACE,40.508309999984796,-109.57663941002255,ASHLEY_LNODED2,LOAD
CA,33.13642679258256,-117.070291975275,ASH_6_N001,LOAD
CA,33.13651634303072,-117.0703989177741,ASH_6_N005,LOAD
CA,33.13660589357027,-117.070291975275,ASH_6_N101,LOAD
APS,35.2198040069875,-112.48270985937616,AS_LNODER2A,LOAD
APS,35.2198040069875,-112.48282014062384,AS_LNODER6A,LOAD
CA,35.4653092280067,-120.671582040026,ATASCDRO_6_N001,LOAD
PACW,45.811606,-118.49521,ATHENA_LNODE96,LOAD
PACE,42.525,-108.76211,ATLANTIC_LNODEEN,LOAD
PACW,46.10778,-118.91889,ATTALIA_LNODE74,LOAD
CA,37.35999579961915,-120.61464816046562,ATWATER_1_B2,LOAD
CA,37.35999579961915,-120.61476181434838,ATWATER_1_N001,LOAD
CA,35.895076,-119.510968,ATWELL_1_N001,GEN
APS,33.591145007,-111.839045,AT_LNODE11A,LOAD
APS,33.591145006953255,-111.83893717038738,AT_LNODE13A,LOAD
APS,33.59106721816524,-111.8389910852423,AT_LNODE16A,LOAD
APS,33.59106721816524,-111.8390989147577,AT_LNODE17A,LOAD
APS,33.591145006953255,-111.83915282961262,AT_LNODER3A,LOAD
APS,33.591222795811404,-111.83909891485493,AT_LNODER4A,LOAD
APS,33.591222795811404,-111.83899108514507,AT_LNODER7A,LOAD
CA,37.06806098595245,-119.49571919111202,AUBERRY_6_N001,LOAD
CA,37.06806098595245,-119.49583213603998,AUBERRY_6_N003,LOAD
CA,38.9033965712848,-121.069921082086,AUBURN_6_N001,LOAD
PACW,0.0,0.0,AUSTINTP_LNODELD,LOAD
CA,35.977778,-120.116944,AVENAL_6_GN001,GEN
CA,35.978055999987326,-120.1168886700662,AVENAL_6_GN002,GEN
CA,35.978055999987326,-120.11699932993379,AVENAL_6_GN003,GEN
CA,37.8422082992561,-121.05412223441,AVENA_1_N001,LOAD
NV,36.08593763998726,-115.28239080577798,AVERA_LNODE-1,LOAD
NV,36.08593763998726,-115.28250159422203,AVERA_LNODE-2,LOAD
CA,33.384667093113784,-117.23692357574885,AVOCADO_6_N001,LOAD
CA,33.384667093113784,-117.23703096115516,AVOCADO_6_N002,LOAD
PSE,47.70694444,-122.0913889,AVO_LNODEXF1,LOAD
CA,34.789501,-118.431381,AVSOLAR_7_N008,GEN
NV,36.11160931,-115.0217923,AWT_LNODE-1,LOAD
APS,33.66769007,-112.227447,AW_LNODE10A,LOAD
APS,33.667690069953,-112.2273389946326,AW_LNODE12A,LOAD
APS,33.667612223579916,-112.22739299736517,AW_LNODE13A,LOAD
APS,33.667612223579916,-112.22750100263482,AW_LNODER2A,LOAD
APS,33.667690069953,-112.22755500536739,AW_LNODER4A,LOAD
APS,33.6677679163965,-112.22750100273257,AW_LNODER5A,LOAD
APS,33.6677679163965,-112.22739299726743,AW_LNODER9A,LOAD
APS,33.595912007,-112.153228,AY_LNODE13A,LOAD
APS,33.59591200695322,-112.15312015956988,AY_LNODER1A,LOAD
APS,33.59582218015738,-112.153228,AY_LNODER2A,LOAD
APS,33.59591200695322,-112.15333584043012,AY_LNODER4A,LOAD
APS,33.59600183384257,-112.153228,AY_LNODER6A,LOAD
APS,32.82524900698869,-113.45471071500126,AZ_LNODE10A,LOAD
APS,32.82524900698869,-113.45481728499874,AZ_LNODE12A,LOAD
PACE,40.66417,-112.08722,BACCHUSH_LNODED1,LOAD
CA,35.496111,-119.008889,BADGERCK_7_N001,GEN
IPCO,43.560926,-116.121325,BADM_GNODEADM,GEN
PACE,43.310772999983314,-107.61987109770924,BADWATE_LNODE1B,LOAD
PACE,43.310772999983314,-107.61999490229077,BADWATE_LNODEGT,LOAD
CA,36.224444,-121.124722,BAFCOG12_7_B1,GEN
CA,36.33,-121.16,BAFOOD1_6_N001,LOAD
CA,38.08095318241977,-122.13739165518986,BAHIA_2_N001,LOAD
CA,38.080772560531074,-122.13739165547327,BAHIA_2_N011,LOAD
CA,34.77604,-118.77504,BAILYJ1_1_N010,LOAD
PACE,42.23880373424819,-107.54931,BAIROIL_LNODE41,LOAD
PACE,42.23872313285877,-107.54924714432924,BAIROIL_LNODE49,LOAD
PACE,42.23872313285877,-107.54937285567075,BAIROIL_LNODE61,LOAD
CA,37.496937001161,-122.214157087898,BAIR_1_N001,LOAD
CA,35.284771,-116.064256,BAKER_1_N001,LOAD
PSE,48.78861111,-122.4647222,BAK_LNODEXF2,LOAD
NV,36.038482782577425,-114.9595184,BALBOA_LNODE-1,LOAD
NV,36.03840219869748,-114.95946086376208,BALBOA_LNODE-2,LOAD
NV,36.03840219869748,-114.95957593623793,BALBOA_LNODE-3,LOAD
CA,36.71984978713077,-119.7669368,BALCH1_7_B2,GEN
CA,37.9259603221501,-121.678546028049,BALFOUR_6_N001,LOAD
PSE,47.26805556,-121.7569444,BAL_LNODEXF1,LOAD
PACE,40.50110999998483,-111.9757705990301,BANGERTE_LNODED1,LOAD
PACE,40.50110999998483,-111.9758894009699,BANGERTE_LNODED2,LOAD
CA,39.3880642327017,-121.402937360825,BANGOR_6_N001,LOAD
CA,33.922289,-116.87283,BANNING_1_N001,LOAD
CA,37.7528988148016,-121.35057531507995,BANTA_6_N001,LOAD
NV,40.974748,-116.351597,BARCKML_LNODE53,LOAD
PACE,40.574282,-112.110876,BARNEYS_LNODER1,LOAD
CA,33.807265,-117.9844496,BARPKGEN_7_B1,GEN
CA,32.6671938775889,-116.700207795997,BARRETT_6_N001,LOAD
CA,33.80918301670945,-117.9833296629365,BARRE_2_N043,GEN
CA,33.80900298319592,-117.98332966316445,BARRE_6_N001,LOAD
CA,33.80900298319592,-117.98354633683554,BARRE_6_N002,LOAD
CA,33.80918301670945,-117.9835463370635,BARRE_6_N003,LOAD
CA,39.0693231634743,-121.690208485775,BARRY_6_N001,LOAD
CA,36.76408458839917,-119.735934808299,BARTON_1_N001,LOAD
CA,36.76400372373513,-119.73587652994767,BARTON_1_N007,LOAD
CA,36.76400372373513,-119.73599308665032,BARTON_1_N008,LOAD
PACE,41.61664,-108.40611,BARX_LNODE09,LOAD
PSE,47.00115,-122.915596,BAR_LNODEXF1,LOAD
CA,38.26328562832662,-122.26916616206508,BASALT_6_N002,LOAD
CA,38.26328562832662,-122.26928101239893,BASALT_6_N101,LOAD
PGE,45.55409999998218,-122.69713607126546,BASN_LNODEOT1,LOAD
PGE,45.55409999998218,-122.69726392873454,BASN_LNODEOT2,LOAD
PSE,47.420331995699954,-122.2558333,BAS_LNODEFC1,LOAD
PSE,47.420250672129036,-122.25576390733104,BAS_LNODEFC2,LOAD
PSE,47.420250672129036,-122.25590269266895,BAS_LNODEXF1,LOAD
CA,38.38582118546309,-121.77570659015079,BATAVIA_6_N001,LOAD
CA,33.101173012890854,-117.250398800554,BATIQTOS_1_N001,LOAD
CA,33.10109242496234,-117.25034325919802,BATIQTOS_1_N008,LOAD
CA,33.10109242496234,-117.25045434190999,BATIQTOS_1_N015,LOAD
NV,40.648296291906746,-116.9449774237209,BATLEMT_LNODE11,LOAD
NV,40.64821799993877,-116.94491784758159,BATLEMT_LNODE12,LOAD
NV,40.648139708062644,-116.94497742386069,BATLEMT_LNODE21,LOAD
NV,40.648139708062644,-116.9450965761393,BATLEMT_LNODE26,LOAD
NV,40.64821799993877,-116.9451561524184,BATLEMT_LNODE55,LOAD
NV,40.648296291906746,-116.9450965762791,BATLEMT_LNODE67,LOAD
APS,34.577987007,-113.19717,BAX_LNODEINE,LOAD
CA,37.55162503012252,-122.29307785224715,BAYMDWS_1_N001,LOAD
CA,37.55144419547843,-122.29307785252387,BAYMDWS_1_N004,LOAD
CA,37.55144419547843,-122.29330594684413,BAYMDWS_1_N008,LOAD
CA,37.55162503012252,-122.29330594712084,BAYMDWS_1_N012,LOAD
CA,37.746036323618796,-122.40302360803403,BAYSHOR1_1_N001,LOAD
CA,37.746036323618796,-122.40313797670396,BAYSHOR2_1_N001,LOAD
CA,35.3601765947686,-120.811564365732,BAYWOOD_6_N001,LOAD
NV,40.98212,-116.399284,BAZZA_LNODE66,LOAD
IPCO,42.500507,-113.917763,BBWF_GNODEBWF,GEN
APS,33.05996900698869,-111.31844658443096,BB_LNODE10A,LOAD
APS,33.05996900698869,-111.31855341556904,BB_LNODE14A,LOAD
BCHA,49.0,-120.183,BCHA_5_PWXAPR-APND,GEN
BCHA,49.0,-120.179,BCHA_5_PWXAVR-APND,GEN
BCHA,49.0,-120.188,BCHA_5_PWXNPR1-APND,GEN
BCHA,49.0,-120.187,BCHA_5_PWXNPR2-APND,GEN
BCHA,49.0,-120.186,BCHA_5_PWXNPR3-APND,GEN
BCHA,49.0,-120.185,BCHA_5_PWXNPR4-APND,GEN
BCHA,49.0,-120.184,BCHA_5_PWXNPR5-APND,GEN
BCHA,49.0,-120.182,BCHA_5_PWXNPR6-APND,GEN
BCHA,49.0,-120.181,BCHA_5_PWXNPR7-APND,GEN
BCHA,49.0,-120.18,BCHA_5_PWXNPR8-APND,GEN
PSE,48.907011,-122.719094,BCH_LNODEXF1,LOAD
PACE,0.0,9.043695664651519e-05,BCPLEHI_LNODEPM,LOAD
CA,37.20211413832903,-119.240844,BCRK1-2_1_N003,GEN
CA,37.20203293082091,-119.24078513663534,BCRK1-2_1_N004,GEN
CA,37.12999999998655,-119.4999434485229,BCRK4_7_B1,GEN
CA,37.12999999998655,-119.5000565514771,BCRK4_7_B3,GEN
IPCO,43.6061014,-116.2989612,BCRT_LNODE131,LOAD
IPCO,43.4442444,-116.3333806,BCSR_GNODECSR,GEN
PGE,45.648783723153414,-120.6107,BCW1_2_GNODE1,GEN
PGE,45.64870313840384,-120.61063344505826,BCW1_2_GNODE2,GEN
PGE,45.64870313840384,-120.61076655494175,BCW1_2_GNODE3,GEN
IPCO,43.0569,-115.4803,BCWF_GNODECWF,GEN
APS,34.71884007,-110.13527,BC_LNODER1A,LOAD
PSE,47.32194444,-122.0072222,BDI_LNODEXF1,LOAD
CA,32.56753879998893,-116.94238809352188,BDLRKSP1_7_B1,GEN
CA,32.56753879998893,-116.94249450647811,BDLRKSP2_7_B1,GEN
PACE,41.27397,-112.00797,BDO_LNODER1,LOAD
PACW,42.45167,-123.3075,BEACON_LNODE14,LOAD
PACW,42.35778,-122.90444,BEALL_LNODELD,LOAD
CA,38.198681999986036,-120.01524359323984,BEARDSLY_7_B1,GEN
PACE,41.72683393557217,-112.16039,BEARRIVE_LNODED1,LOAD
PACE,41.72675303219698,-112.16032741410238,BEARRIVE_LNODED2,LOAD
PACE,41.72675303219698,-112.16045258589762,BEARRIVE_LNODEOY,LOAD
CA,35.38,-119.0,BEARTAP_1_N001,LOAD
PACW,42.44186,-121.25019,BEATTY_LNODE18,LOAD
PACE,40.42632999998485,-111.93800069561497,BEEFHOLL_LNODELD,LOAD
PACE,40.42632999998485,-111.93811930438503,BEEFHOLL_LNODELD1,LOAD
CA,39.466564,-120.844348,BELDEN_7_B1,GEN
PACW,42.30749999998412,-122.85382946255218,BELKNAP_LNODE40,LOAD
PACW,42.30749999998412,-122.8539505374478,BELKNAP_LNODE64,LOAD
NV,36.110711509987254,-115.17934338914226,BELLAGIO_LNODE-1,LOAD
NV,36.110711509987254,-115.17945421085774,BELLAGIO_LNODE-2,LOAD
NV,40.990637,-116.435239,BELLCRK_LNODE57,LOAD
CA,38.94741946200678,-121.09112819013059,BELLPGE_1_N001,LOAD
CA,38.94741946200678,-121.09124342555941,BELLPGE_1_N005,LOAD
CA,38.37908357552963,-122.712021500147,BELLVUE_1_N001,LOAD
CA,38.37900250512962,-122.7119617925921,BELLVUE_1_N003,LOAD
CA,38.37900250512962,-122.71208120770189,BELLVUE_1_N005,LOAD
CA,37.523319990139925,-122.264967139303,BELMONT_1_N001,LOAD
CA,37.52323862187675,-122.26490790641564,BELMONT_1_N006,LOAD
CA,37.52323862187675,-122.26502637219036,BELMONT_1_N008,LOAD
CA,35.4557223183807,-119.631902781825,BELRIDGE_1_N001,LOAD
NV,36.18230872,-115.3442805,BELTWAY_LNODE-4,LOAD
NV,39.47634456827515,-119.76193796187847,BELVIST_LNODE71,LOAD
NV,39.47616543160948,-119.76193796217729,BELVIST_LNODE82,LOAD
NV,39.47616543160948,-119.76217003782271,BELVIST_LNODE83,LOAD
NV,39.47634456827515,-119.76217003812152,BELVIST_LNODE84,LOAD
PSE,47.31777777998067,-122.3124333242144,BEL_LNODEXF1,LOAD
PSE,47.31777777998067,-122.3125666757856,BEL_LNODEXF2,LOAD
PGE,45.45615032329489,-122.596527,BEL_LPGE_LNODEWR1,LOAD
PGE,45.456069738333326,-122.59646067261382,BEL_LPGE_LNODEWR2,LOAD
